,text_surronding,Gender
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45528,quittait point pour penser à sa poupée ; mais elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45532,à sa poupée ; mais elle n' avait pas toujours,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45548,"la famille , et alors elle cousait pour sa chère",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45551,et alors elle cousait pour sa chère Rosette . La,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45555,pour sa chère Rosette . La sœur de Jacques avait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45566,goût artistique acquis en voyant sa mère dessiner et peindre,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45572,mère dessiner et peindre . Elle n' aimait guère les,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45585,"hui , et , lorsqu' elle confectionnait une robe pour",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45590,"elle confectionnait une robe pour Rosette , elle la lui",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45592,"une robe pour Rosette , elle la lui arrangeait d'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45594,"pour Rosette , elle la lui arrangeait d' après quelque",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45626,". Avec le temps , Rosette fut riche et put",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45630,", Rosette fut riche et put s' habiller tour à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45653,"en Espagnole , et toujours elle était charmante . Tout",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45658,elle était charmante . Tout lui allait à cette Rosette,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45661,. Tout lui allait à cette Rosette . « C',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45673,", disait quelquefois Jacques en la regardant , c' est",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45680,", c' est singulier , cette poupée qui nous est",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45682,"est singulier , cette poupée qui nous est de cette",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45699,si ce n' est pas elle qui nous enrichira ?,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45705,qui nous enrichira ? — Rosette nous enrichir ! disait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45736,"son idée . Quant à Rosette , elle pensait :",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45738,". Quant à Rosette , elle pensait : « Je",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45742,", elle pensait : « Je crois bien que je",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45746,« Je crois bien que je pourrais les enrichir !,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45757,Imbert ne sait pas combien j' ai déjà gagné d',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45821,"Sous cette influence printanière , la sœur de Jacques ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45831,"comme une petite rose qu' elle était , prenait des",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45875,"violettes , que tu ne m' en apportes point ?",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45956,poser sur les genoux de Rose un bouquet cueilli pour,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45961,Rose un bouquet cueilli pour elle le long des haies,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45985,qu' il avait cessé de l' aimer . Elle ne,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45988,cessé de l' aimer . Elle ne pouvait pas deviner,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_45998,"que , s' il paraissait l' oublier , c' est",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46008,qu' il s' occupait d' elle plus que jamais .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46016,"jamais . « Écoute , lui dit - il un",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46024,"il un jour , veux - tu me confier Rosette",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46028,veux - tu me confier Rosette ? — Pourquoi faire,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46035,— Pourquoi faire ? — J' en ai besoin .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46042,ai besoin . — Tu me la rendras ? —,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46043,besoin . — Tu me la rendras ? — Sans,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46051,"— Sans doute , mais je ne sais pas quand",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46067,"de la patience . — J' en aurai , fit",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46072,"J' en aurai , fit - elle avec gaieté ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46101,verra . » Il saisit Rosette avec une joie qui,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46108,une joie qui faisait luire ses yeux comme des diamants,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46116,"des diamants noirs , et l' emporta dans la petite",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46160,du père de Jacques . Rosette vit avec inquiétude le,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46188,fer . Il étendit ensuite la pauvre poupée sur la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46200,"puis avec un canif , lui pratiqua dans les jambes",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46218,", de profondes incisions . Elle pensa qu' il allait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46223,"Elle pensa qu' il allait la disséquer , comme l'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46243,peur autant que le mal lui firent perdre connaissance .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46286,des semaines . . . Rosette ne le sut jamais,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46295,"jamais au juste . Quand elle en sortit , elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46299,"Quand elle en sortit , elle ne souffrait plus ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46310,", au contraire , il lui semblait qu' il s'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46318,il s' était accompli en elle quelque chose de mystérieux,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46327,mystérieux et de grand qui l' avait rendue supérieure à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46334,rendue supérieure à ce qu' elle était auparavant . Elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46338,"qu' elle était auparavant . Elle était debout , fixée",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46349,une sorte de piédestal ; elle sentait ses jambes légères,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46351,de piédestal ; elle sentait ses jambes légères et comme,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46358,"légères et comme vivantes , ses bras aussi , qui",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46368,tenaient une petite guitare ; son cou également lui semblait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46371,guitare ; son cou également lui semblait prêt à tourner,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46378,prêt à tourner . On lui avait mis son costume,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46381,". On lui avait mis son costume d' Andalouse ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46406,"tête . Jacques était devant elle , non plus sombre",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46456,l' approcha du piédestal de Rosette . Elle entendit un,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46458,du piédestal de Rosette . Elle entendit un grincement métallique,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46464,entendit un grincement métallique qui lui répondit par tout le,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46475,"; puis , soudain , elle se mit d' elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46479,", elle se mit d' elle - même à danser",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46487,"à danser , tandis que sa tête , se balançant",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46497,", marquait le rythme de sa danse , et que",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46502,"sa danse , et que ses mains , se promenant",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46534,grelots cousus au bas de sa robe . Rosette ne,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46537,bas de sa robe . Rosette ne comprenait absolument rien,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46571,presque aussi surpris . « Elle danse ! elle danse,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46574,. « Elle danse ! elle danse ! s' écriait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46582,"s' écriait - il , Rose aura son fauteuil .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46584,"- il , Rose aura son fauteuil . Elle danse",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46587,"Rose aura son fauteuil . Elle danse , elle danse",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46590,"fauteuil . Elle danse , elle danse ! » Il",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46623,et joignit les mains . Rosette comprit qu' il priait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46631,"il priait . Quant à elle , elle dansait toujours",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46633,". Quant à elle , elle dansait toujours . Mme",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46667,admiration à la vue de la petite danseuse . «,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46695,", j' ai réussi . Elle danse . J' irai",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46700,Elle danse . J' irai la montrer le dimanche dans,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46715,"de l' argent , et Rose aura son fauteuil !",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46717,"argent , et Rose aura son fauteuil ! — Qu'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46735,ce donc ? » demandait Rose de son lit .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46737,? » demandait Rose de son lit . On s',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46744,. On s' empressa de lui porter la danseuse .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46746,s' empressa de lui porter la danseuse . «OJacques !,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46756,ô Jacques ! » faisait - elle en joignant les,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46763,en joignant les mains . Elle ne pouvait rien articuler,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46848,"« Un beau joujou , Rose , dit - il",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46855,"dit - il , que votre frère vous a fait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46857,"il , que votre frère vous a fait là .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46869,"Ce n' est pas pour elle , monsieur l' abbé",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46888,dire c' est bien pour elle ; mais ce n',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46896,"ce n' est pas pour l' amuser , c' est",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46902,"amuser , c' est pour lui acheter un fauteuil roulant",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_46918,son projet d' aller montrer Rosette dans les fêtes champêtres,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rose-1973>_47005,". — Oh ! laissez - le aller , maman",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_38962,les domestiques de l' hôtel un petit garçon un peu,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_38972,"simple , fraîchement débarqué de sa province , et qu'",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_38976,"de sa province , et qu' on employait à faire",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_38990,cirer les chaussures . Comme il ne savait pas du,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39004,"était qu' un ventriloque , il fut assez godiche pour",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39027,"M . Baradour , et il n' eut plus qu'",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39046,"et l' entendre parler . Il guetta l' occasion ,",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39061,"le ventriloque était sorti , il se glissa furtivement dans",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39080,"de Mlle Mimi , et courut vite et vite la",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39097,"de la lingerie , où il avait son lit .",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39099,"lingerie , où il avait son lit . Le soir",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39107,"Le soir , après qu' il eut ciré toutes ses",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39111,"qu' il eut ciré toutes ses paires de souliers ,",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39116,"ses paires de souliers , il se hâta de remonter",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39123,"hâta de remonter auprès de sa captive , la prit",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39127,"de sa captive , la prit sur ses genoux et",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39129,"captive , la prit sur ses genoux et voulut lui",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39132,prit sur ses genoux et voulut lui faire redire les,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39187,Mimi ne sonnait mot . Gaspard la supplia longtemps de,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39192,"Gaspard la supplia longtemps de lui répondre , la flatta",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39196,"de lui répondre , la flatta , la caressa ;",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39199,", la flatta , la caressa ; motus toujours .",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39220,", de la malice , il se mit en colère",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39226,se mit en colère et allait très probablement battre Mlle,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39247,de l' escalier : « Gaspard ! Gaspard ! »,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39249,escalier : « Gaspard ! Gaspard ! » Très effrayé,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39255,"! » Très effrayé , il fourra la malheureuse petite",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39267,un paquet de linge qu' il devait porter à la,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39281,"de grand matin , et il descendit , tremblant ,",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39295,s' agissait . On voulait lui demander s' il savait,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39298,On voulait lui demander s' il savait quelque chose de,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39376,"voleur un châtiment exemplaire . Gaspard , en prenant la",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39391,eu de méchantes intentions . Il avait compté la reporter,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39410,"avec elle . Si on l' avait interrogé tranquillement ,",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39415,"l' avait interrogé tranquillement , il aurait avoué tout de",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39433,", en voyant la colère du ventriloque , en entendant",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39446,"voleur et de châtiment , il se crut perdu s'",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39451,il se crut perdu s' il reconnaissait sa faute .,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39453,crut perdu s' il reconnaissait sa faute . Il se,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39456,il reconnaissait sa faute . Il se voyait déjà pris,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39472,"prison , et , dans sa terreur , il nia",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39475,", dans sa terreur , il nia énergiquement avoir vu",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39494,"étaient des gens sûrs , Gaspard était regardé comme un",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39508,"et , en effet , il l' avait été jusqu'",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39537,"maison , et on dit au jeune cireur de chaussures",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39543,jeune cireur de chaussures qu' il pouvait aller dormir .,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39548,il pouvait aller dormir . Le malheureux Gaspard remonta chez,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39553,Le malheureux Gaspard remonta chez lui dans un trouble affreux,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39562,affreux ; le mensonge qu' il venait de commettre lui,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39566,qu' il venait de commettre lui pesait lourdement sur le,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39583,"souvent , le mécontentement qu' il avait de lui -",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39586,mécontentement qu' il avait de lui - même se tournait,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39598,contre la pauvre Mimi . Il montrait le poing au,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39607,"au paquet de linge où il l' avait cachée ,",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39612,"il l' avait cachée , il la maudissait , il",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39616,", il la maudissait , il eût été content de",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39627,l' anéantir . Par moment il se frappait la tête,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39639,accablait d' injures . Fallait - il avoir été stupide,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39668,se refusait à parler à lui ! Qu' allait -,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39672,à lui ! Qu' allait - il en faire maintenant,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39683,comment s' en débarrasser ? Il pensa à s' en,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39714,"elle était restituée , et Gaspard n' était pas compromis",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39744,", si , sans écouter le pauvre Gaspard , il",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39749,"le pauvre Gaspard , il le faisait jeter en prison",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39764,". Non , non , il ne s' exposerait pas",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39774,à cette terrible aventure . Il pensa aussi à tout,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39792,une bien bonne dame dont il n' avait pas peur,Male
