,text_surronding,Gender
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26122,"tourne les talons , et je cours chercher de l'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26131,l' eau pour arroser . Elle est restée là plantée,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26141,", décontenancée . Enfin , elle s' en va surveiller",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26158,ou bien raconter ce que je viens de dire à,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26163,je viens de dire à sa chère mademoiselle Sergent .,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26169,chère mademoiselle Sergent . Qu' elle y aille ! Je,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26173,Qu' elle y aille ! Je ne veux plus me,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26196,". Et tout excitée , j' arrose , j' arrose",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26199,"excitée , j' arrose , j' arrose trop , j'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26203,", j' arrose trop , j' arrose les pieds d'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26208,"j' arrose les pieds d' Anaïs , les cartes géographiques",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26215,"les cartes géographiques , puis je balaie à tour de",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26223,tour de bras . Ça me repose de me fatiguer,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26355,c' est sa sœur ! J' avais complètement oublié ce,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26363,oublié ce détail . Elle m' avait parlé de cette,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26377,où nous étions amies … Je trouve ça si drôle,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26391,"qu' elle amène , que je pince Anaïs qui glousse",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26397,"pince Anaïs qui glousse , je chatouille Marie Belhomme qui",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26405,"Belhomme qui miaule , et j' esquisse un petit pas",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26427,; la petite sœur Luce me regarde de ses yeux,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26455,si heureuse ! ) et me dit : – Je,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26460,"me dit : – Je vous en prie , Claudine",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26464,"Je vous en prie , Claudine , ne la rendez",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26484,"naturellement . – Mademoiselle , je veillerai sur elle comme",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26490,veillerai sur elle comme sur ma personnelle vertu . Quel,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26566,"se rassurer . Attends , je vais lui donner du",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26573,"lui donner du courage , moi ! – Viens ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26583,"petite , viens ici avec moi . N' aie pas",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26640,"les connaîtras assez tôt . Moi , je suis l'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26642,"assez tôt . Moi , je suis l' élève irréprochable",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26644,". Moi , je suis l' élève irréprochable , l'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26654,"oiseau rare , on ne me gronde jamais ( s'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26665,", Mademoiselle ? ) et je suis toujours sage comme",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26673,sage comme aujourd' hui . Je serai pour toi une,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26705,nouvelle expriment des doutes sur mon état mental . Mais,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26710,"mon état mental . Mais je la laisse , j'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26714,"Mais je la laisse , j' ai assez joué avec",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26738,"bête » , elle ne m' intéresse plus . Je",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26742,ne m' intéresse plus . Je demande sans me gêner,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26745,plus . Je demande sans me gêner : – Où,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26751,"gêner : – Où allez - vous la coucher ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26773,"moi , répond Aimée . Je pince les lèvres ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26778,"Je pince les lèvres , je regarde la Directrice bien",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26786,Directrice bien en face et je dis nettement : –,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53609,", bien entendu ; si mademoiselle Claudine ne croit pas",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53627,"est vrai , Mademoiselle , je préfère rester dans ma",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53631,", je préfère rester dans ma chambre , je crains",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53634,"rester dans ma chambre , je crains vraiment d' être",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53739,"Et dire que ce soir je serai enfermée , enfermée",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53752,qui ressemble à un emprisonnement me rend enragée ; je,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53756,"emprisonnement me rend enragée ; je perds la tête ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53764,"tête , sitôt qu' on m' enferme . ( On",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53773,"On n' a jamais pu me mettre en pension ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53786,que des pâmoisons de rage me prenaient à sentir qu',female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53792,prenaient à sentir qu' on me défendait de franchir la,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53805,a essayé deux fois ; j' avais neuf ans ;,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53819,"dès le premier soir , j' ai couru aux fenêtres",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53829,"comme un oiseau stupide , j' ai crié , mordu",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53837,", mordu , griffé , je suis tombée suffoquée .",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53845,"suffoquée . Il a fallu me remettre en liberté ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53851,"remettre en liberté , et je n' ai pu «",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53873,"là , au moins , je ne me sentais pas",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53882,pas « prise » et je couchais dans mon lit,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53885,"» et je couchais dans mon lit , chez nous",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53894,"nous . ) Certes , je ne le montrerai pas",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53903,"pas aux autres , mais je suis malade d' agacement",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53912,agacement et d' humiliation . Je ne quémanderai pas mon,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53916,. Je ne quémanderai pas mon pardon ; elle serait,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53932,! Si elle voulait seulement me laisser la clef en,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53940,clef en dedans ! Mais je ne le demanderai pas,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53948,"demanderai pas non plus , je ne veux pas !",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53981,", tout apitoyée , veut me consoler de ma punition",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53984,", veut me consoler de ma punition : – Écoute",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53991,": – Écoute , si tu lui demandais de te",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_53995,"si tu lui demandais de te laisser descendre , elle",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54003,", elle voudrait bien , tu lui demanderais ça gentiment",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54013,… – Allons donc ! J' aimerais mieux être enfermée,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54035,", huit minutes . – Tu as bien tort de",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54060,– Plaisirs purs ! je vous verserai de l' eau,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54073,. – Houche ! tais - toi ! Mais vrai,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54079,"toi ! Mais vrai , tu as gâté notre journée",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54095,", ce soir , puisque tu ne seras pas là",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54103,pas là ! – Ne t' attendris pas . Je,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54107,"Ne t' attendris pas . Je dormirai , je prendrai",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54110,"pas . Je dormirai , je prendrai des forces pour",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54173,"heures , nous remontons . Mes camarades se munissent de",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54186,fraîcheur qui pourrait tomber et moi … je rentre dans,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54188,pourrait tomber et moi … je rentre dans ma chambre,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54191,moi … je rentre dans ma chambre . Oh !,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54196,"ma chambre . Oh ! je fais belle contenance ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54202,"fais belle contenance , mais j' écoute sans bienveillance la",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54232,… Presque tout de suite je les entends dans la,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54240,"dans la cour , et je pourrais les voir très",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54247,"les voir très bien de ma fenêtre , mais pour",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54255,mais pour rien au monde je n' avouerai mes regrets,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54258,au monde je n' avouerai mes regrets en montrant de,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54271,"Eh bien , quoi ? Je n' ai plus qu'",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54280,"qu' à me coucher . J' enlève ma ceinture ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54282,"me coucher . J' enlève ma ceinture , déjà ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54288,"ceinture , déjà , quand je tombe en arrêt devant",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54320,( le verrou est de mon côté ) et la,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54332,donne dans le corridor … Je reconnais là le doigt,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54360,"ce qui arrivera , mais je ne veux pas que",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54374,et se dire : « Je l' ai enfermée !,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54380,"l' ai enfermée ! » Je ragrafe ma ceinture ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54382,"enfermée ! » Je ragrafe ma ceinture , je remets",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54385,"Je ragrafe ma ceinture , je remets mon chapeau .",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54387,"ma ceinture , je remets mon chapeau . Je ne",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54390,je remets mon chapeau . Je ne vais pas dans,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54402,", pas si bête , je vais chez les amis",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54418,", hospitaliers et aimables qui m' accueilleront bien . Ouf",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54430,cette commode est lourde ! J' en ai chaud .,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54463,"ouvre . La chambre où je pénètre , la bougie",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54478,le lit sans draps ; je cours à la porte,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54552,", faites des roses sans moi ! Dehors , dans",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54561,"dans la nuit tiède , je ris tout bas ;",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54567,ris tout bas ; mais je dois aller chez les,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54580,"ennui , c' est que je ne connais pas le",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54593,la nuit . Bah ! je demanderai . Je remonte,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54596,Bah ! je demanderai . Je remonte d' abord résolument,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54608,"de la rivière , puis je me décide , sous",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54643,"arrête , se penche pour me regarder : « Mais",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54661,"de vous y conduire , vous ne sauriez trouver toute",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54672,… » Quelle scie ! Je tourne les talons et,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54677,Je tourne les talons et je fuis prestement dans l',female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54686,"l' ombre . Ensuite , je m' adresse à un",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54724,"d' un appel familier , j' arrive place du Théâtre",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54730,arrive place du Théâtre . Je sonne à la maison,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54737,à la maison connue . Mon entrée interrompt le trio,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54779,"? – Attendez , laissez - moi dire et excusez",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54784,- moi dire et excusez - moi . » Je,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54788,excusez - moi . » Je leur conte mon emprisonnement,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54791,". » Je leur conte mon emprisonnement , ma fuite",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54794,"leur conte mon emprisonnement , ma fuite , le brevet",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54843,": « Allez , n' ayez pas peur , on",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54853,"vous reconduira , on obtiendra votre grâce . » Braves",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54871,". À dix heures , je veux partir et j'",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54875,", je veux partir et j' obtiens qu' une seule",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54882,qu' une seule vieille bonne me reconduise … Trajet dans,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54901,"… Tout de même , je me demande ce que",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54912,Rousse coléreuse va bien pouvoir me dire ? La bonne,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54919,"? La bonne entre avec moi à l' hôtel ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54925,"à l' hôtel , et je constate que toutes mes",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54929,et je constate que toutes mes camarades sont encore dans,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54952,et de la limonade . Je pourrais rentrer dans ma,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54956,". Je pourrais rentrer dans ma chambre , inaperçue ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54962,"chambre , inaperçue , mais je préfère me payer un",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54971,"un petit effet , et je me présente , modeste",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54985,bondit sur ses pieds à ma vue : « D',female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54992,: « D' où sortez - vous ? » Du,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_54999,"? » Du menton , je désigne la bonne qui",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55004,je désigne la bonne qui m' accompagne et celle -,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55037,vague bonsoir et disparaît . Je reste seule ( un,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55064,"touchent et se mêlent , mes camarades stupéfaites restent debout",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55077,commencées dans les mains ; je suppose à voir les,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55150,"elle parle ; pas à moi : « Montons ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55163,. » C' est dans ma chambre qu' elle fera,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55179,"escalier , toutes les gamines me regardent comme une pestiférée",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55188,pestiférée ; la petite Luce me questionne de ses yeux,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55211,"solennel , puis la Rousse m' interroge avec une solennité",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55221,pesante : – Où étiez - vous ? – Vous,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55238,"… , des amis de mon père . – Comment",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55244,père . – Comment avez - vous osé sortir ?,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55255,"Dame , vous voyez , j' ai tiré la commode",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55280,"cette conduite extravagante à Monsieur votre père , il ne",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55324,avec impatience la fin de votre histoire pour se replonger,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55373,", vous aurez affaire à moi ! Quant à mademoiselle",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55385,elle cesse d' être sous ma responsabilité et peut se,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55417,"des souris effrayées , et je reste seule avec Marie",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55424,seule avec Marie Belhomme qui me déclare : – C',female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55437,"qu' on ne peut pas t' enfermer ! Moi ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55440,"peut pas t' enfermer ! Moi , je n' aurais",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55442,"t' enfermer ! Moi , je n' aurais pas eu",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55455,tirer la commode ! – Je ne me suis pas,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55491,"étranger ; et puis , je me suis collée toute",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55527,nous nous levons engourdies ; je me noie dans l',female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55535,dans l' eau froide pour me secouer un peu .,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55542,"un peu . Pendant que je barbote , Luce et",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55552,"la grande Anaïs viennent emprunter mon savon parfumé , quêter",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55566,", etc . , Marie me prie de lui commencer",female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55624,de son mouchoir ( il me faudrait une nappe à,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55629,me faudrait une nappe à moi ! ) . Marie,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55711,examinateurs eux - mêmes ; j' entends Luce dire :,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55755,le père Sallé … » J' interromps : – Quel,female
Colette_Claudine-a-l-ecole_<mademoiselle Claudine-2172>_55795,"bon , que papa et moi nous connaissons beaucoup ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14037,bien bonne de permettre à mademoiselle Lanthenay de me donner,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14098,"« Oui , allez prévenir mademoiselle Lanthenay . » J'",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14106,"» J' y cours , elle met son chapeau ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14108,"y cours , elle met son chapeau , son manteau",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14111,"elle met son chapeau , son manteau , et je",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14116,"son manteau , et je l' emmène , trépignante de",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14188,"En attendant , je serre son bras sous le mien",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14195,"sous le mien , mais elle n' a pas son",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14199,mais elle n' a pas son sourire gentil des autres,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14216,"tirée sur nous , je la prends dans mes bras",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14223,dans mes bras et je l' embrasse ; il me,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14231,il me semble qu' on l' a enfermée un mois,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14240,"mois loin de moi , cette pauvre petite Aimée aux",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14252,", aux joues pâlies ! Elle a donc eu bien",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14262,"de chagrin ? Pourtant , ses regards me paraissent surtout",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14269,me paraissent surtout embarrassés et elle est plus fébrile que,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14278,que triste . Et puis elle me rend mes baisers,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14335,"chose , en somme . C' est mademoiselle Sergent ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14337,"en somme . C' est mademoiselle Sergent , oui ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14346,", qui voudrait … enfin elle aime mieux … elle",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14350,enfin elle aime mieux … elle trouve que ces leçons,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14390,", et soyez franche ; elle ne veut plus que",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14417,les faire tenir tranquilles . Aimée tourmente la couverture de,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14426,"de la grammaire et la décolle , en levant sur",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14432,", en levant sur moi ses yeux qui redeviennent effarés",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14446,"c' est cela , mais elle ne l' a pas",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14490,"tabouret par terre , et sa taille mince entourée de",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14499,"de mon bras , je la supplie : – Ma",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14503,"je la supplie : – Ma chérie , ne vous",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14563,pas plaisir à vous ? Je suis donc comme une,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14583,", revenez , revenez encore me donner des leçons d'",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14617,je vous en prie . Elle ne peut pourtant pas,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14625,"pourtant pas vous battre , cette rousse de malheur !",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14644,plus encore de sentir qu' Aimée ne vibre pas à,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14652,pas à l' unisson . Elle caresse ma tête qui,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14659,"ma tête qui repose sur ses genoux , et ne",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14665,"genoux , et ne m' interrompt guère que par des",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14672,que par des tremblants « ma petite Claudine ! »,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14681,"» à la fin , ses yeux se trempent et",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14686,ses yeux se trempent et elle se met à pleurer,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14695,pleurer en disant : – Je vais tout vous raconter,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14707,est trop malheureux ; vous me faites trop de chagrin,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14722,j' ai bien remarqué qu' elle me faisait plus de,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14737,"et moi , croyant qu' elle s' habituait à moi",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14744,habituait à moi et qu' elle nous laisserait tranquilles toutes,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14791,"tête , je vois qu' elle pleurait , en me",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14809,en suis restée interdite ; elle a tout de suite,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14815,a tout de suite quitté sa chaise et est allée,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14818,suite quitté sa chaise et est allée se coucher .,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14843,"le soir , seule avec elle , je me préparais",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14849,", je me préparais à lui dire bonsoir , quand",female
