,text_surronding,Gender,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45854,la bouche des poètes . Tu me liras tout Chénier,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45858,". Tu me liras tout Chénier , c' est le",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45860,"me liras tout Chénier , c' est le poète des",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45867,"le poète des amants . Tu ne souffriras plus ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45880,"veux pas ! Oui , cher ange , je te",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45884,", cher ange , je te ferai une oasis où",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45889,te ferai une oasis où tu vivras toute ta vie,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45892,"oasis où tu vivras toute ta vie de poète ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45895,"vivras toute ta vie de poète , active , molle",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45915,mais n' oubliez jamais que vos lauriers me sont dus,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45935,"souffrances qui m' adviendront . Pauvre cher , ce monde",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45948,"pas plus qu' il ne t' épargne , il se",Male,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_55817,"! bien , s' écria l' altière Nègrepelisse , qu'",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_55857,ouvriers que vous ne puissiez m' en sacrifier les nobles,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_55886,"se battre à cause de vous ! Allez , monsieur",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_55909,sur son canapé . Lucien l' y suivit en demandant,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_55931,– Je croyais tant en vous ! dit - elle,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_55972,"milieu du feu . Et vous , quand il s'",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_55999,"voulut se tuer , et son désespoir fut si vrai",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56017,mais en faisant sentir à Lucien qu' il aurait à,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56019,faisant sentir à Lucien qu' il aurait à racheter cette,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56054,de pas après Mansle . Lucien sentit la terre petite,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56060,"sentit la terre petite sous ses pieds , il revint",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56063,"petite sous ses pieds , il revint chez David suivi",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56069,revint chez David suivi de ses espérances comme Oreste l',Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56080,"par ses furies , car il entrevoyait mille difficultés qui",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56103,"? La perspicacité de David l' épouvantait si fort ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56109,"épouvantait si fort , qu' il s' enferma dans son",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56113,qu' il s' enferma dans son joli cabinet pour se,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56123,remettre de l' étourdissement que lui causait sa nouvelle position,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56125,l' étourdissement que lui causait sa nouvelle position . Il,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56145,inutiles tant de sacrifices . Lucien pensa que sa mère,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56148,sacrifices . Lucien pensa que sa mère pourrait loger là,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56176,". Ce départ devait arranger sa famille , il trouva",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56179,"devait arranger sa famille , il trouva mille raisons péremptoires",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56185,"trouva mille raisons péremptoires à sa fuite , car il",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56201,comme un désir . Aussitôt il courut à l' Houmeau,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56207,"courut à l' Houmeau chez sa sœur , pour lui",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56213,"sœur , pour lui apprendre sa nouvelle destinée et se",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56230,"la boutique de Postel , il pensa que , s'",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56244,"pas d' autre moyen , il emprunterait au successeur de",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56249,il emprunterait au successeur de son père la somme nécessaire,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56263,"un an . – Si je vis avec Louise ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56274,"écu par jour sera pour moi comme une fortune ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56292,"un an , se dit - il . Or ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56301,", dans six mois , je serai riche !Ève et",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56321,"secret , les confidences de Lucien . Toutes deux pleurèrent",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56328,"Toutes deux pleurèrent en écoutant l' ambitieux ; et ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56334,"ambitieux ; et , quand il voulut savoir la cause",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56344,"de ce chagrin , elles lui apprirent que tout ce",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56404,de dix mille francs . Lucien leur fit alors part,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56410,"leur fit alors part de son idée d' emprunt ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56435,"an . – Mais , Lucien , dit Ève avec",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56445,"un serrement de cœur , tu n' assisteras donc pas",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56464,attendrai quelques jours ! Elle te laissera bien revenir ici,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56476,"quinzaine , une fois que tu l' auras accompagnée !",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56491,"jours , à nous qui t' avons élevé pour elle",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56502,Notre union tournera mal si tu n' y es pas,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56510,es pas … Mais auras - tu assez de mille,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56528,tout à coup . Quoique ton habit t' aille divinement,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56530,"coup . Quoique ton habit t' aille divinement , tu",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56534,"habit t' aille divinement , tu n' en as qu'",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56541,en as qu' un ! Tu n' as que deux,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56558,sont en grosse toile . Tu n' as que trois,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56577,jaconas commun  et puis tes mouchoirs ne sont pas,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56585,sont pas beaux . Trouveras - tu dans Paris une,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56592,dans Paris une sœur pour te blanchir ton linge dans,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56594,une sœur pour te blanchir ton linge dans la journée,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56600,linge dans la journée où tu en auras besoin ?,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56606,en auras besoin ? il t' en faut bien davantage,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56612,en faut bien davantage . Tu n' as qu' un,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56629,"ceux de l' année dernière te sont justes , il",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56636,"justes , il faudra donc te faire habiller à Paris",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56653,pas ceux d' Angoulême . Tu n' as que deux,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56673,"autres . Tiens , je te conseille d' emporter deux",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56703,il examina le frère et la sœur en gardant le,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56732,"Ève , il part avec elle . – Postel ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56767,une lettre de change de toi acceptée par ton beau,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56770,"change de toi acceptée par ton beau - frère ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56779,", car il dit que tu n' offres aucune garantie",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56829,de l' imprimeur . – Tu ne seras donc pas,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56842,"? dit - il , tu ne resteras donc pas",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56863,"j' avais ! Ah , Lucien , moi qui apportais",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56866,"Ah , Lucien , moi qui apportais à Ève ses",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56869,", moi qui apportais à Ève ses pauvres petits bijoux",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56870,moi qui apportais à Ève ses pauvres petits bijoux de,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56877,"petits bijoux de mariée , je ne savais pas ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56883,"ne savais pas , dit - il en essuyant ses",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56887,dit - il en essuyant ses yeux et tirant des,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56894,"et tirant des écrins de sa poche , avoir à",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56905,de les avoir achetés . Il posa plusieurs boîtes couvertes,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56917,"sur la table , devant sa belle - mère .",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56925,mère . – Pourquoi pensez - vous tant à moi,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56929,pensez - vous tant à moi ? dit Ève avec,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56940,sourire d' ange qui corrigeait sa parole . – Chère,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56945,"sa parole . – Chère maman , dit l' imprimeur",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56954,"imprimeur , allez dire à monsieur Postel que je consens",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56968,", car je vois sur ta figure , Lucien ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56971,"vois sur ta figure , Lucien , que tu es",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56974,"figure , Lucien , que tu es bien décidé à",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56981,bien décidé à partir . Lucien inclina mollement et tristement,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_56996,"moment après : – Ne me jugez pas mal ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57001,"me jugez pas mal , mes anges aimés . Il",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57005,", mes anges aimés . Il prit Ève et David",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57007,"anges aimés . Il prit Ève et David , les",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57012,"Ève et David , les embrassa , les rapprocha de",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57015,", les embrassa , les rapprocha de lui , les",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57017,"embrassa , les rapprocha de lui , les serra en",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57020,"rapprocha de lui , les serra en disant : –",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57033,", et vous saurez combien je vous aime . David",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57095,elle pas ? N' ai - je pas une destinée,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57110,viendront - ils chercher ici mon Archer de Charles IX,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57139,"pas toujours faire ce que je fais aujourd' hui ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57145,"fais aujourd' hui , puis - je jamais rencontrer des",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57160,est - ce pas toute ma fortune que d' entrer,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57166,fortune que d' entrer pour mon début à Paris dans,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57179,"la marquise d' Espard ?– Il a raison , dit",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57186,"raison , dit Ève . Vous - même ne me",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57192,- même ne me disiez - vous pas qu' il,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57196,disiez - vous pas qu' il devait aller promptement à,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57210,"par la main , l' emmena dans cet étroit cabinet",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57224,"sept années , et lui dit à l' oreille :",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57230,à l' oreille : – Il a besoin de deux,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57242,", disais - tu , mon amour ? Postel n'",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57269,"souffrances . – Écoute , mon Ève adorée , nous",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57282,"la vie . Oui , mes dépenses ont absorbé tout",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57289,ont absorbé tout ce que je possédais . Il ne,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57294,je possédais . Il ne me reste que deux mille,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57330,"compromettre notre tranquillité . Si j' étais seul , je",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57334,"Si j' étais seul , je sais ce que je",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57338,", je sais ce que je ferais ; mais nous",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57359,"bras de son amant , le baisa tendrement et lui",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57363,", le baisa tendrement et lui dit à l' oreille",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57377,": – Fais comme si tu étais seul , je",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57399,"fiancés aient jamais échangé , David laissa Ève abattue ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57405,"laissa Ève abattue , et revint trouver Lucien . –",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57407,"abattue , et revint trouver Lucien . – Ne te",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57417,"chagrine pas , lui dit - il , tu auras",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57420,"lui dit - il , tu auras tes deux mille",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57422,"- il , tu auras tes deux mille francs .",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57518,craintes sur les destinées de Lucien . – Si jamais,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57523,"Lucien . – Si jamais tu oubliais cette scène ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57529,"oubliais cette scène , dit David à l' oreille de",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57534,"David à l' oreille de Lucien , tu serais le",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57536,"l' oreille de Lucien , tu serais le dernier des",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57560,de madame de Bargeton ne l' épouvantait pas moins que,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57576,pouvait tout aussi bien jeter Lucien dans une mauvaise comme,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57593,bientôt fait le paquet de Lucien . Ce Fernand Cortès,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57595,le paquet de Lucien . Ce Fernand Cortès littéraire emportait,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57604,emportait peu de chose . Il garda sur lui sa,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57607,"chose . Il garda sur lui sa meilleure redingote ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57608,". Il garda sur lui sa meilleure redingote , son",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57612,"lui sa meilleure redingote , son meilleur gilet et l'",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57619,gilet et l' une de ses deux chemises fines .,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57625,"deux chemises fines . Tout son linge , son fameux",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57628,". Tout son linge , son fameux habit , ses",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57632,", son fameux habit , ses effets et ses manuscrits",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57635,"habit , ses effets et ses manuscrits formèrent un si",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57655,"de madame de Bargeton , David proposa de l' envoyer",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57664,"envoyer par la diligence à son correspondant , un marchand",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57673,"marchand de papier , auquel il écrirait de le tenir",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57682,tenir à la disposition de Lucien . Malgré les précautions,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57714,voyage seule ou accompagnée de Lucien ,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57747,"enlève son poète , pensa - t - il ,",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57755,"il , elle est à moi . Lucien partit le",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57757,elle est à moi . Lucien partit le lendemain au,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57767,"petit jour , accompagné de David qui s' était procuré",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57768,"jour , accompagné de David qui s' était procuré un",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57780,un cheval en annonçant qu' il allait traiter d' affaires,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57786,"allait traiter d' affaires avec son père , petit mensonge",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57847,la vieille calèche sexagénaire qu' il avait tant de fois,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57857,"regardée sous la remise , Lucien éprouva l' une desErreur",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57883,". plus vives émotions de sa vie , il se",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57886,"émotions de sa vie , il se jeta dans les",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57893,"jeta dans les bras de David , qui lui dit",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57895,"les bras de David , qui lui dit : –",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57896,"bras de David , qui lui dit : – Dieu",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57906,veuille que ce soit pour ton bien !L' imprimeur remonta,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57912,"bien !L' imprimeur remonta dans son méchant cabriolet , et",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57917,"son méchant cabriolet , et disparut le cœur serré :",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57922,disparut le cœur serré : il avait d' horribles pressentiments,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57931,pressentiments sur les destinées de Lucien à Paris . Ni,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57936,"Lucien à Paris . Ni Lucien , ni madame de",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57974,la présence continuelle des gens le rendit fort maussade pour,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57992,"plaisirs d' un enlèvement . Lucien , qui allait en",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_57994,"un enlèvement . Lucien , qui allait en poste pour",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58003,"pour la première fois de sa vie , fut très",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58025,presque toute la somme qu' il destinait à sa vie,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58028,somme qu' il destinait à sa vie d' une année,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58050,"la force du talent , il eut le tort d'",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58056,eut le tort d' exprimer ses naïfs étonnements à l',Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58066,aspect des choses nouvelles pour lui . Un homme doit,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58179,autant que ses grandeurs . Lucien n' avait pas encore,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58198,greffé sur l' orgueil . Il eut le tort de,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58225,"lieu de les contenir , il se laissait aller à",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58230,il se laissait aller à ses gentillesses de jeune rat,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58288,non sans avoir ordonné à Lucien de demander une chambre,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58303,appartement qu' elle prit . Lucien dormit jusqu' à quatre,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58315,soir . Madame de Bargeton le fit éveiller pour dîner,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58321,"fit éveiller pour dîner , il s' habilla précipitamment en",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58331,"apprenant l' heure , et trouva Louise dans une de",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58375,son chez soi . Quoiqu' il eût sur les yeux,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58388,"laisse un brusque réveil , Lucien ne reconnut pas sa",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58392,", Lucien ne reconnut pas sa Louise dans cette chambre",Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58536,un bonheur sans entraves . Lucien ne pouvait se plaindre,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58609,gens à fortune médiocre . Lucien attendit la fin du,Female ,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58621,interroger Louise dont le changement lui semblait inexplicable . Il,Female ,
